Title,Name of author,Publisher,Genre,Rating,Rating count,Review count,Book cover,Release date,Num of pages,Edition language,Num of other editions,Reading age,Best sellers rank,Lexile measure,Num of awards,Series,There is a movie
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC (Back When Phones Weren't So Smart)",Zack Love,,Romance,3.46,813.0,257.0,Kindle Edition,,376.0,English,1.0,,,,0,0.0,0
Storm Born,Richelle Mead,Zebra,Fantasy > Urban Fantasy,3.87,33282.0,1593.0,Mass Market Paperback,2008.0,361.0,English,24.0,,,,0,0.0,0
Shantaram,Gregory David Roberts,Scribe,Fiction,4.23,191588.0,14487.0,Paperback,2004.0,936.0,English,140.0,,,,1,0.0,0
NO FEAR!,C. Michaels,Amazon,Mystery,4.14,58.0,3.0,ebook,2011.0,259.0,English,2.0,,7647.0,,0,1.0,0
The Cruel Prince,Holly Black,"Little, Brown Books for Young Readers",Fantasy,4.09,480889.0,48891.0,Hardcover,2018.0,370.0,English,82.0,14 - 17,136.0,,4,1.0,0
Trickster's Choice,Tamora Pierce,Ember,Fantasy,4.19,70186.0,1537.0,Paperback,2017.0,448.0,English,29.0,12 - 17,85137.0,790.0,0,1.0,0
The Indigo Spell,Richelle Mead,Razorbill,Young Adult,4.33,101932.0,6109.0,Hardcover,2013.0,401.0,English,1.0,,,,1,0.0,0
The Present,Kenneth Thomas,,Science Fiction,4.27,10359.0,106.0,Paperback,,200.0,English,3.0,,,,0,0.0,0
Possession of My Soul,Kia Carrington-Russell,Crystal Publishing,Fantasy,3.5,4917.0,57.0,Paperback,2014.0,230.0,English,3.0,,,,0,1.0,0
A Kiss of Shadows,Laurell K. Hamilton,Ballantine Books,Fantasy,4.0,57369.0,1994.0,Mass Market Paperback,2006.0,468.0,English,56.0,,,,0,0.0,0
Destined for an Early Grave,Jeaniene Frost,Avon,Paranormal > Vampires,4.31,83249.0,2805.0,Mass Market Paperback,2009.0,355.0,English,33.0,,85560.0,,1,1.0,0
My Blood Approves,Amanda Hocking,Createspace Independent Publishing Platform,Paranormal > Vampires,3.82,29177.0,1821.0,Paperback,2016.0,278.0,English,35.0,14 - 17,438800.0,,0,1.0,0
The Physick Book of Deliverance Dane,Katherine Howe,voice,Historical > Historical Fiction,3.72,57199.0,6246.0,Hardcover,2009.0,371.0,English,69.0,,,,1,0.0,0
Hades,Alexandra Adornetto,Feiwel & Friends,Paranormal > Angels,3.95,31867.0,1625.0,Hardcover,2011.0,425.0,English,54.0,,,,0,0.0,0
Empire of Storms,Sarah J. Maas,Bloomsbury Children's Books,Fantasy,4.53,283755.0,24542.0,Hardcover,2016.0,689.0,English,70.0,14 - 17,386.0,860.0,1,1.0,0
On the Jellicoe Road,Melina Marchetta,Penguin Australia,Young Adult,4.12,48294.0,7049.0,Paperback,2006.0,290.0,English,44.0,,,,5,0.0,0
A Court of Wings and Ruin,Sarah J. Maas,Bloomsbury Publishing,Fantasy,4.41,460310.0,38831.0,Paperback,2017.0,705.0,English,102.0,,,,1,0.0,0
Dreamfever,Karen Marie Moning,Delacorte Press,Fantasy > Urban Fantasy,4.37,97879.0,5002.0,Hardcover,2009.0,386.0,English,42.0,,,,0,0.0,0
Something Blue,Emily Giffin,St. Martin's Griffin,Womens Fiction > Chick Lit,3.93,208534.0,7300.0,Paperback,2006.0,338.0,English,47.0,,210119.0,,0,0.0,0
Eleventh Grade Burns,Heather Brewer,Dutton Books for Young Readers,Paranormal > Vampires,4.3,16796.0,635.0,Hardcover,2010.0,309.0,English,21.0,,,,0,0.0,0
Gangster,Lorenzo Carcaterra,Ballantine Books,Mystery > Crime,4.16,2942.0,174.0,Hardcover,2001.0,384.0,English,25.0,,,,0,0.0,0
Between Shades of Gray,Ruta Sepetys,Philomel Books,Historical > Historical Fiction,4.35,195766.0,23100.0,Hardcover,2011.0,344.0,English,118.0,12 - 17,143763.0,490.0,11,0.0,0
Hounded,Kevin Hearne,Del Rey,Fantasy,4.07,86224.0,7018.0,Mass Market Paperback,2011.0,304.0,English,47.0,,25174.0,,1,1.0,0
House of Leaves,Mark Z. Danielewski,Random House,Horror,4.05,151057.0,12975.0,Paperback,2000.0,710.0,English,48.0,,,,6,0.0,0
Illuminae,Amie Kaufman,Knopf Books for Young Readers,Science Fiction,4.24,138472.0,27491.0,Hardcover,2015.0,602.0,English,57.0,14 - 17,50731.0,,9,1.0,0
Starters,Lissa Price,Delacorte Books for Young Readers,Young Adult,3.89,41881.0,4408.0,Hardcover,2012.0,352.0,English,62.0,,,,1,0.0,0
She's Come Undone,Wally Lamb,Pocket,Fiction,3.89,327298.0,10470.0,Mass Market Paperback,1998.0,465.0,English,71.0,,,,1,0.0,0
Wallbanger,Alice Clayton,Omnific Publishing,Romance,4.02,193244.0,14233.0,Paperback,2012.0,384.0,English,49.0,,,,1,0.0,0
Lirael,Garth Nix,Eos,Fantasy,4.24,118523.0,3330.0,Paperback,2015.0,464.0,English,79.0,,,,1,0.0,0
First Drop of Crimson,Jeaniene Frost,Avon Books,Paranormal > Vampires,4.13,56769.0,2447.0,Mass Market Paperback,2010.0,371.0,English,1.0,,148534.0,,1,1.0,0
Brain: The Man Who Wrote the Book That Changed the World,Dermot Davis,Expression Unleased Publishing,Fiction,3.83,255.0,44.0,Paperback,2013.0,224.0,English,2.0,,,,4,0.0,0
Destined,P.C. Cast,Atom,Young Adult,4.02,78968.0,2740.0,Hardcover,2011.0,325.0,English,72.0,,,,0,0.0,0
The Taking of Peggy Martin,Karen Glista,,Thriller,4.3,801.0,37.0,Kindle Edition,,243.0,,1.0,,103033.0,,0,0.0,0
Good in Bed,Jennifer Weiner,Washington Square Press,Womens Fiction > Chick Lit,3.73,292193.0,6106.0,Paperback,2002.0,376.0,English,79.0,,96648.0,,0,1.0,0
Book of Shadows,Cate Tiernan,Speak,Young Adult,4.03,24652.0,1451.0,Paperback,2007.0,176.0,English,34.0,,,,0,0.0,0
Whale Song,Cheryl Kaye Tardif,Kunati Inc,Fiction,3.89,844.0,141.0,Paperback,2007.0,208.0,English,16.0,,,,0,0.0,0
Falling From Grace,S.L. Naeole,Crystal Quill Publishing,Paranormal > Angels,3.84,4260.0,255.0,Kindle Edition,2010.0,474.0,English,4.0,,525642.0,,0,0.0,0
The Book of Three,Lloyd Alexander,Square Fish,Fantasy,3.96,79488.0,3575.0,Paperback,2006.0,190.0,English,95.0,8 - 12,64867.0,770.0,0,1.0,0
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,Authorhouse,Nonfiction,3.48,4839.0,29.0,Paperback,2012.0,328.0,,2.0,,,,0,0.0,0
To Live and Drink in L.A.,Ben Peller,Algonquin Round Table Publishing,Autobiography > Memoir,3.94,447.0,220.0,Paperback,2011.0,352.0,English,4.0,,,,0,0.0,0
Eve: The Awakening,Jenna Moreci,CreateSpace Independent Publishing Platform,Science Fiction,3.74,1568.0,366.0,Paperback,2015.0,547.0,English,1.0,,,,0,0.0,0
All the Bright Places,Jennifer Niven,Knopf,Young Adult,4.14,407615.0,39176.0,Hardcover,2015.0,378.0,English,118.0,14 - 17,48197.0,830.0,9,0.0,0
"Enchanted, Inc.",Shanna Swendson,Ballantine Books,Fantasy,3.85,12494.0,1345.0,Paperback,2005.0,308.0,English,19.0,,,,0,0.0,0
Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon,Line 8,Childrens > Middle Grade,4.16,356.0,126.0,Hardcover,2018.0,350.0,English,6.0,,,,0,0.0,0
The Assassin's Blade,Sarah J. Maas,Bloomsbury Childrens,Fantasy,4.34,198072.0,17208.0,ebook,2014.0,448.0,English,51.0,,,,0,0.0,0
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,Sea Breeze Publishing LLC,History,4.22,20004.0,128.0,Hardcover,2014.0,376.0,English,5.0,,,,6,0.0,0
The Waste Lands,Stephen King,Viking Adult,Fantasy,4.22,202702.0,6293.0,Hardcover,2003.0,422.0,English,208.0,,,,0,0.0,0
The Children of Húrin,J.R.R. Tolkien,HarperCollins,Fantasy,3.97,74989.0,3627.0,Hardcover,2007.0,313.0,English,169.0,,,,1,0.0,0
Prey,Michael Crichton,Avon,Fiction,3.77,173875.0,3685.0,Paperback,2004.0,507.0,English,137.0,,,,0,0.0,0
Chasing Women,Ki Longfellow,HarperCollins,,4.28,490.0,17.0,Hardcover,1995.0,336.0,English,2.0,,,,0,0.0,0
Forgive My Fins,Tera Lynn Childs,HarperCollins,Fantasy,3.84,17108.0,1705.0,Hardcover,2010.0,293.0,,24.0,,,,0,0.0,0
Bloodlines,Lindsay Anne Kendal,Book Guild Limited,Young Adult,3.71,964.0,84.0,Paperback,2010.0,320.0,English,8.0,,,,0,0.0,0
Consequences,Aleatha Romig,Xlibris Corporation,Dark,3.93,40557.0,5752.0,Hardcover,2011.0,368.0,English,17.0,,,,0,0.0,0
What Happened to Goodbye,Sarah Dessen,Viking Juvenile,Young Adult,3.94,87687.0,4512.0,Hardcover,2011.0,416.0,English,34.0,,,,2,0.0,0
Private,Kate Brian,Simon Schuster Books for Young Readers,Young Adult,3.78,18551.0,1073.0,Paperback,2006.0,227.0,English,33.0,14 - 17,280740.0,,0,1.0,0
The Young Elites,Marie Lu,G.P. Putnam’s Sons Books for Young Readers,Fantasy,3.87,127943.0,13999.0,Hardcover,2014.0,355.0,English,51.0,12 - 17,102977.0,740.0,2,1.0,0
Immortal Embrace,Charlotte Blackwell,JSLB Publishing,Paranormal > Vampires,3.58,1024.0,124.0,Kindle Edition,2018.0,219.0,English,6.0,1 - 17,605370.0,,0,1.0,0
Radiant Shadows,Melissa Marr,Harper,Young Adult,3.97,37442.0,1422.0,Hardcover,2010.0,340.0,English,29.0,,,,1,0.0,0
Old Magic,Marianne Curley,Simon Pulse,Fantasy,3.93,10551.0,806.0,Mass Market Paperback,2002.0,317.0,English,37.0,,,,0,0.0,0
The Cuckoo's Calling,Robert Galbraith,Mulholland Books,Mystery,3.87,528018.0,34741.0,Hardcover,2013.0,456.0,English,204.0,,101026.0,940.0,3,1.0,0
Hawksong,Amelia Atwater-Rhodes,Laurel Leaf,Fantasy,4.16,21391.0,972.0,Paperback,2004.0,243.0,English,14.0,12,,,1,1.0,0
Fantasy Lover,Sherrilyn Kenyon,St. Martin's Press,Romance,4.14,90608.0,3871.0,Mass Market Paperback,2002.0,337.0,English,53.0,,80877.0,,4,1.0,0
Relics,Maer Wilson,Crescent Moon Press,Fantasy > Urban Fantasy,4.21,185.0,39.0,,2013.0,294.0,English,4.0,,,,0,0.0,0
The Sea of Tranquility,Katja Millay,Atria Books,Young Adult,4.29,83105.0,9932.0,Kindle Edition,2012.0,449.0,English,3.0,,157418.0,,2,0.0,0
My Life Next Door,Huntley Fitzpatrick,Dial Books For Young Readers,Young Adult,3.98,146739.0,9920.0,Hardcover,2012.0,394.0,English,13.0,,,,2,0.0,0
Eona: The Last Dragoneye,Alison Goodman,VIKING,Fantasy,4.11,37064.0,2532.0,Hardcover,2011.0,637.0,English,55.0,,,,2,0.0,0
Entwined,Heather Dixon Wallwork,Greenwillow Books,Fantasy,3.87,34518.0,5093.0,Hardcover,2011.0,472.0,English,19.0,,,,0,0.0,0
The Wedding,Nicholas Sparks,Vision,Romance,3.97,149190.0,6392.0,Paperback,2005.0,276.0,English,111.0,,,,0,0.0,0
Blood in the Skies,G.D. Falksen,Wildside Press,Science Fiction > Steampunk,3.63,233.0,36.0,Paperback,2011.0,266.0,English,3.0,,,,0,0.0,0
Wildwood Dancing,Juliet Marillier,Alfred A. Knopf,Fantasy,4.1,27976.0,2658.0,Hardcover,2007.0,407.0,English,34.0,,,,5,0.0,0
Coming Storm,David J Morden,CreateSpace Independent Publishing Platform,Young Adult,4.23,621.0,7.0,Paperback,2017.0,208.0,,1.0,,,,0,0.0,0
Airborn,Kenneth Oppel,HarperCollins,Fantasy,4.18,24156.0,2009.0,Paperback,2005.0,501.0,English,45.0,13 - 17,122366.0,760.0,8,1.0,0
Blue is for Nightmares,Laurie Faria Stolarz,Llewellyn Publications,Young Adult,3.82,18452.0,986.0,Paperback,2003.0,284.0,English,12.0,12 - 18,129043.0,730.0,0,1.0,0
Winter,Marissa Meyer,Feiwel & Friends,Fantasy,4.41,235613.0,27230.0,Hardcover,2015.0,827.0,English,66.0,12 - 17,67910.0,800.0,2,1.0,0
Uncommon Criminals,Ally Carter,"Little, Brown Books for Young Readers",Young Adult,4.13,41817.0,2385.0,Hardcover,2011.0,298.0,English,6.0,,,,1,0.0,0
House Rules,Jodi Picoult,Atria Books,Fiction,4.01,159463.0,11701.0,Hardcover,2010.0,532.0,English,88.0,,,,1,0.0,0
Lips of a Mastodon,Ted Bernal Guevara,Rumble Lit Press,Drama,3.51,7319.0,24.0,Paperback,2015.0,226.0,English,1.0,,,,0,0.0,0
Juliet,Anne Fortier,Ballantine Books,Historical > Historical Fiction,3.91,26329.0,3887.0,Hardcover,2010.0,447.0,English,86.0,,,,1,0.0,0
Reckless,S.C. Stephens,Gallery Books,Romance,4.41,76799.0,5400.0,Kindle Edition,2013.0,546.0,English,31.0,,102316.0,,1,0.0,0
Ice in My Veins,Kelli Sullivan,Authorhouse,Young Adult,3.81,263.0,35.0,Paperback,2010.0,272.0,English,3.0,,,,0,0.0,0
Storm Glass,Maria V. Snyder,Mira,Fantasy,3.95,24183.0,1652.0,Paperback,2009.0,488.0,English,37.0,,326769.0,,0,1.0,0
Half Magic,Edward Eager,Harcourt Odyssey,Fantasy,3.93,37330.0,1696.0,Paperback,1999.0,192.0,English,44.0,,,,0,0.0,0
"A Child Called ""It""",Dave Pelzer,Health Communications Inc,Nonfiction,4.11,402484.0,16567.0,Paperback,1995.0,184.0,English,93.0,14 - 18,7080.0,850.0,3,0.0,0
Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,Lulu.com,Contemporary,3.47,4804.0,13.0,Paperback,2009.0,222.0,English,1.0,,,,0,0.0,0
Spells,Aprilynne Pike,HarperTeen,Fantasy,3.98,40089.0,2014.0,Hardcover,2010.0,359.0,English,51.0,,,,0,0.0,0
Dream Caster,Najeev Raj Nadarajah,,Fantasy,4.13,191.0,80.0,Paperback,,362.0,English,3.0,,,,0,0.0,0
The Song of Achilles,Madeline Miller,Ecco,Historical > Historical Fiction,4.41,596628.0,71179.0,Paperback,2012.0,378.0,English,149.0,,29.0,,5,1.0,0
Eve,Anna Carey,HarperCollins,Science Fiction > Dystopia,3.69,42322.0,3543.0,Hardcover,2011.0,336.0,English,26.0,13 - 17,,760.0,0,1.0,0
September Ends,Hunter S. Jones,Ra Jones Publishing,Romance,3.99,475.0,154.0,Paperback,2013.0,274.0,English,2.0,,,,1,0.0,0
Once Upon a Marigold,Jean Ferris,"Harcourt, Inc",Fantasy,4.0,24213.0,1616.0,Paperback,2004.0,271.0,English,18.0,,,,3,0.0,0
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Ballantine Books,Historical > Historical Fiction,4.02,281168.0,21295.0,Hardcover,2009.0,290.0,English,86.0,,,,4,0.0,0
Angel,James Patterson,Pageturners,Young Adult,4.01,49339.0,2002.0,Paperback,2011.0,298.0,English,43.0,,,,0,0.0,0
Farsighted,Emlyn Chand,Blue Crown Press,Fantasy > Urban Fantasy,3.71,878.0,317.0,Paperback,2011.0,206.0,English,9.0,,,,5,0.0,0
Chasing the Red Queen,Karen Glista,,Fiction,4.23,1786.0,81.0,Kindle Edition,,277.0,,1.0,,,,0,0.0,0
Embrace,Jessica Shirvington,Hachette Australia,Young Adult,4.01,25879.0,2108.0,Paperback,2010.0,382.0,English,30.0,,,,0,0.0,0
Double Identity,Margaret Peterson Haddix,Simon Schuster Books for Young Readers,Young Adult,4.02,15709.0,1420.0,Paperback,2007.0,218.0,English,11.0,10 - 14,186214.0,,0,0.0,0
Size 12 Is Not Fat,Meg Cabot,William Morrow Paperbacks,Womens Fiction > Chick Lit,3.75,83223.0,2783.0,Paperback,2005.0,345.0,English,52.0,,261713.0,,0,1.0,0
The Sweetness at the Bottom of the Pie,Alan Bradley,Delacorte Press,Mystery,3.82,161768.0,16993.0,Kindle Edition,2009.0,386.0,English,104.0,12 - 18,23418.0,960.0,5,1.0,0
Bloodrose,Andrea Cremer,Philomel,Young Adult,4.06,27742.0,2287.0,Hardcover,2012.0,406.0,English,38.0,,,,0,0.0,0
Beautiful Bastard,Christina Lauren,Gallery Books,Romance,3.99,173337.0,10072.0,ebook,2013.0,272.0,English,61.0,,10619.0,,1,1.0,0
The Chosen,Andrea Buginsky,Solstice,Young Adult,3.97,59.0,16.0,ebook,2010.0,114.0,English,4.0,,,,0,1.0,0
Ugly Love,Colleen Hoover,Atria Books,Romance,4.26,347082.0,34931.0,Kindle Edition,2014.0,337.0,English,29.0,,15.0,,1,0.0,0
Wolf Brother,Michelle Paver,HarperTrophy,Fantasy,4.19,23968.0,1664.0,Paperback,2006.0,295.0,English,78.0,8 - 12,85227.0,660.0,2,1.0,0
The Sugar Queen,Sarah Addison Allen,Bantam,Fiction,3.98,51023.0,5735.0,Hardcover,2008.0,276.0,English,45.0,,,,1,0.0,0
Alien Species Intervention,J.K. Accinni,E K Publishing,Science Fiction,3.84,1040.0,196.0,Kindle Edition,2013.0,518.0,English,1.0,,,,0,0.0,0
The Tea Rose,Jennifer Donnelly,Harper Collins Ltd,Historical > Historical Fiction,4.18,35636.0,3144.0,Paperback,2006.0,675.0,English,50.0,,,,0,0.0,0
God of Wine,Mimi Jean Pamfiloff,,Fantasy > Paranormal,4.21,1009.0,115.0,ebook,,,English,,,,,0,0.0,0
The Blue Castle,L.M. Montgomery,Bantam Books,Classics,4.28,33719.0,4806.0,Mass Market Paperback,1989.0,218.0,English,124.0,,,,0,0.0,0
The Drake House,Kelly Moran,,Romance,4.19,272.0,52.0,ebook,,352.0,English,4.0,,,,0,0.0,0
The Bridge To Caracas,Stephen Douglass,,Thriller,3.67,8408.0,41.0,Kindle Edition,,,English,8.0,,690176.0,,0,1.0,0
The Naming,Alison Croggon,Candlewick Press,Fantasy,4.02,25037.0,1649.0,Paperback,2006.0,492.0,English,5.0,,,,0,0.0,0
Neverwhere,Neil Gaiman,William Morrow Paperbacks,Fantasy,4.16,472379.0,24855.0,Paperback,2003.0,370.0,English,220.0,,,,2,0.0,0
Code Name Verity,Elizabeth Wein,Egmont Press,Historical > Historical Fiction,4.0,110387.0,14978.0,Paperback,2012.0,452.0,English,70.0,,,,12,0.0,0
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Crown Publishing Group,Nonfiction,4.07,650750.0,36787.0,Hardcover,2010.0,370.0,English,92.0,,79815.0,,6,0.0,0
Slated,Teri Terry,Orchard Books,Young Adult,4.07,27688.0,2950.0,Paperback,2012.0,439.0,English,38.0,12 - 17,,,1,1.0,0
The Sparrow,Mary Doria Russell,Ballantine Books,Science Fiction,4.1,72298.0,7784.0,Paperback,1997.0,419.0,English,48.0,14 - 18,34487.0,,5,1.0,0
Pure,Jennifer L. Armentrout,Spencer Hill Press,Fantasy,4.28,66534.0,4034.0,Paperback,2012.0,329.0,English,32.0,14 - 17,,,0,1.0,0
The Sky Is Everywhere,Jandy Nelson,Dial Books,Young Adult,3.97,101138.0,9779.0,Hardcover,2010.0,275.0,English,89.0,14 - 17,,860.0,5,0.0,0
Waterfall,Lisa Tawn Bergren,David C. Cook,Science Fiction > Time Travel,4.0,21183.0,2230.0,Paperback,2011.0,369.0,English,13.0,,,,2,0.0,0
The Warded Man,Peter V. Brett,Random House,Fantasy,4.23,117944.0,5688.0,Hardcover,2009.0,416.0,English,82.0,,327836.0,,2,1.0,0
Lifetime of Moratoriums,Rick Copper,copperwrite publishing,,3.75,4.0,0.0,Hardcover,2012.0,188.0,English,2.0,,,,0,0.0,0
Cross Country,Rick Copper,copperwrite publishing,,3.5,6.0,0.0,Hardcover,2011.0,206.0,English,,,31906.0,,0,1.0,0
Lover Unleashed,J.R. Ward,NAL,Fantasy > Paranormal,4.26,90580.0,4174.0,Hardcover,2011.0,512.0,English,51.0,,,,4,0.0,0
Sand,Lili Tufel,Fantasy Island Book Publishing,Romance,3.59,128.0,23.0,Paperback,2012.0,300.0,English,4.0,,,,0,0.0,0
Forbidden,Tabitha Suzuma,Definitions,Young Adult,4.0,64160.0,10506.0,Paperback,2010.0,418.0,English,40.0,,,,8,0.0,0
Digital Fortress,Dan Brown,Corgi books,Fiction,3.68,597161.0,9979.0,Paperback,2004.0,510.0,English,235.0,,34787.0,,0,0.0,0
Prince of Thorns,Mark Lawrence,Voyager,Fantasy,3.85,105522.0,7287.0,Hardcover,2011.0,373.0,English,55.0,,,,3,0.0,0
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,Vintage Books,Fiction,4.16,121362.0,10890.0,Paperback,1992.0,351.0,English,139.0,,6848.0,,0,1.0,0
City of Masks,Mary Hoffman,Bloomsbury,Fantasy,3.92,15719.0,678.0,Paperback,2004.0,345.0,English,56.0,,,,0,0.0,0
The Lost Symbol,Dan Brown,Doubleday,Fiction,3.73,568292.0,28177.0,Hardcover,2009.0,509.0,English,295.0,,69897.0,,3,1.0,0
Inside Out,Maria V. Snyder,Harlequin,Young Adult,3.82,23847.0,1938.0,Paperback,2010.0,320.0,English,19.0,13 - 17,,,0,1.0,0
Bras & Broomsticks,Sarah Mlynowski,Delacorte Press,Young Adult,3.72,9518.0,634.0,Paperback,2006.0,310.0,English,36.0,,,,0,0.0,0
John Belushi Is Dead,Kathy Charles,MTV Books,Young Adult,3.92,549.0,105.0,Paperback,2010.0,320.0,English,5.0,14 - 18,,,0,0.0,0
A Million Suns,Beth Revis,Razorbill,Young Adult,4.01,54514.0,4083.0,Hardcover,2012.0,386.0,English,39.0,,,,0,0.0,0
Cut,Patricia McCormick,Push,Young Adult,3.76,55487.0,2868.0,Paperback,2002.0,151.0,English,,,,,1,0.0,0
Pushing the Limits,Katie McGarry,Harlequin Teen,Romance,4.04,124344.0,7877.0,Hardcover,2012.0,392.0,English,62.0,,,,5,0.0,0
Key,Rick Copper,copperwrite publishing,,4.2,5.0,0.0,Paperback,2012.0,228.0,English,,,,,0,0.0,0
The House at Riverton,Kate Morton,Pan,Historical > Historical Fiction,3.93,113624.0,8518.0,Paperback,2007.0,599.0,English,156.0,,,,1,0.0,0
Terra Feliz: Vanity,Ginny Bryce,Xlibris,,4.17,24.0,2.0,Hardcover,2011.0,212.0,English,3.0,,,,0,0.0,0
"Bound By Blood: Volume 1 (Bound By Blood, #1)",Shane K.P. O'Neill,Shane KP O'Neill,Horror,4.46,327.0,57.0,Paperback,2012.0,320.0,English,4.0,,,,0,0.0,0
The Battle for Skandia,John Flanagan,Philomel Books,Fantasy,4.35,85760.0,2172.0,Hardcover,2008.0,294.0,English,90.0,10 - 14,143962.0,920.0,0,1.0,0
Uprooted,Naomi Novik,Del Rey,Fantasy,4.04,202947.0,24981.0,Hardcover,2015.0,435.0,English,76.0,,,,6,0.0,0
North of Beautiful,Justina Chen,"Little, Brown Books for Young Readers",Young Adult,3.92,35282.0,2204.0,Hardcover,2009.0,373.0,English,13.0,,,,5,0.0,0
Circle of Five,Jan Raymond,,Fantasy,4.19,313.0,77.0,Kindle Edition,,352.0,English,1.0,,917394.0,,0,0.0,0
The Coincidence of Callie & Kayden,Jessica Sorensen,,Romance,4.17,114105.0,6532.0,Kindle Edition,,283.0,English,36.0,,466703.0,,1,1.0,0
Spell Bound,Rachel Hawkins,Hyperion Book CH,Young Adult,4.05,60814.0,4177.0,Hardcover,2012.0,327.0,English,40.0,,,,0,0.0,0
The Friday Night Knitting Club,Kate Jacobs,G.P. Putnam's Sons,Fiction,3.43,73105.0,8837.0,Hardcover,2007.0,352.0,English,64.0,,,,0,0.0,0
Since You've Been Gone,Morgan Matson,Simon & Schuster,Contemporary,4.08,108777.0,11512.0,Hardcover,2014.0,449.0,English,43.0,12 - 17,1069233.0,970.0,2,0.0,0
My Name Is Memory,Ann Brashares,Riverhead Hardcover,Romance,3.71,31259.0,5210.0,Hardcover,2010.0,324.0,English,48.0,,,,0,0.0,0
Illegal,John Dennehy,Cotopaxi Publishing,Autobiography > Memoir,3.58,2251.0,76.0,Paperback,2017.0,236.0,English,4.0,,,,0,0.0,0
Three to Get Deadly,Janet Evanovich,St. Martin's Press,Mystery,4.14,144300.0,3539.0,Mass Market Paperback,1998.0,321.0,English,72.0,,,,3,1.0,0
The Coldest Winter Ever,Sister Souljah,Pocket Star,Fiction,4.47,34795.0,2641.0,Mass Market Paperback,2006.0,430.0,English,23.0,,,,0,0.0,0
Carry On,Rainbow Rowell,Wednesday Books,Fantasy,4.19,262413.0,31654.0,Paperback,2017.0,522.0,English,92.0,13 - 17,5530.0,,3,1.0,0
Point Blank,Anthony Horowitz,Penguin Puffin,Young Adult,4.11,54429.0,2349.0,Paperback,2001.0,274.0,English,110.0,12 - 15,28671.0,670.0,2,1.0,0
Destroy Me,Tahereh Mafi,Harper,Young Adult,4.17,92593.0,9036.0,ebook,2012.0,111.0,English,24.0,14 - 17,28928.0,,0,1.0,0
Insomnia,Stephen King,Debolsillo,Horror,3.83,141511.0,3834.0,Paperback,2005.0,890.0,Spanish,178.0,,,,1,0.0,0
Peace Like a River,Leif Enger,Atlantic Monthly Press,Fiction,3.96,89234.0,8253.0,Paperback,2002.0,312.0,English,37.0,12,33730.0,900.0,4,0.0,0
The Prophecy of the Stones,Flavia Bujor,"Little, Brown Books for Young Readers",Fantasy,3.5,6109.0,515.0,Paperback,2005.0,386.0,English,36.0,,,,0,0.0,0
Dominoes,C.B. Blaha,Amazon Digital Services,Thriller,4.64,89.0,22.0,Kindle Edition,2014.0,688.0,English,1.0,,,,0,0.0,0
Stargazer,Claudia Gray,HarperTeen,Young Adult,3.8,55557.0,1484.0,Hardcover,2009.0,329.0,English,49.0,13 - 17,,750.0,0,1.0,0
Of Poseidon,Anna Banks,Feiwel & Friends,Fantasy,3.99,50102.0,4644.0,Hardcover,2012.0,324.0,English,26.0,,,,1,0.0,0
This Side of the Grave,Jeaniene Frost,Avon,Paranormal > Vampires,4.25,61973.0,2482.0,Mass Market Paperback,2011.0,357.0,English,26.0,18,,,1,1.0,0
Hate List,Jennifer Brown,"Little, Brown Books for Young Readers",Young Adult,3.99,61592.0,5404.0,Hardcover,2009.0,405.0,English,51.0,,,,5,0.0,0
Resonance,Nelou Keramati,Finch Hill Publishing Inc,Fantasy,4.11,325.0,196.0,Paperback,2016.0,350.0,English,3.0,,,,0,1.0,0
Boy's Life,Robert R. McCammon,Pocket Books,Horror,4.37,28699.0,3275.0,Mass Market Paperback,1992.0,580.0,English,51.0,,,780.0,3,0.0,0
